year,qtr,state,cnty,own,naics,naics3,naics4,naics5,naics_sector,super_sector,m1emp,m2emp,m3emp,wage,can_agg,rectype,filenumber,primary_key
2016,1,42,001,5,221112,221,2211,22111,22,1021,43,50,59,69,Y,C,5,624383
2016,1,42,001,5,221122,221,2211,22112,22,1021,5,5,6,16,Y,C,5,624384
2016,1,42,001,5,221122,221,2211,22112,22,1021,23,24,24,34,Y,C,5,624385
2016,1,42,001,5,221122,221,2211,22112,22,1021,8,9,11,21,Y,C,5,624386
2016,1,42,001,5,236115,236,2361,23611,23,1012,5,4,4,14,Y,C,5,624387
2016,1,42,001,5,236115,236,2361,23611,23,1012,5,6,5,15,Y,C,5,624388
2016,1,42,001,5,236115,236,2361,23611,23,1012,5,4,4,14,Y,C,5,624389
2016,1,42,001,5,236115,236,2361,23611,23,1012,13,11,12,22,Y,C,5,624390
2016,1,42,001,5,236115,236,2361,23611,23,1012,3,3,2,12,Y,C,5,624391
2016,1,42,001,5,236115,236,2361,23611,23,1012,3,4,3,13,Y,C,5,624392
2016,1,42,001,5,236115,236,2361,23611,23,1012,4,3,3,13,Y,C,5,624393
2016,1,42,001,5,236115,236,2361,23611,23,1012,11,13,12,22,Y,C,5,624394
2016,1,42,001,5,236115,236,2361,23611,23,1012,4,3,3,13,Y,C,5,624395
2016,1,42,001,5,236115,236,2361,23611,23,1012,5,4,3,13,Y,C,5,624396
2016,1,42,001,5,236115,236,2361,23611,23,1012,10,12,10,20,Y,C,5,624397
2016,1,42,001,5,236115,236,2361,23611,23,1012,7,6,7,17,Y,C,5,624398
2016,1,42,001,5,236115,236,2361,23611,23,1012,11,8,10,20,Y,C,5,624399
2016,1,42,001,5,236115,236,2361,23611,23,1012,12,12,12,22,Y,C,5,624400
2016,1,42,001,5,236115,236,2361,23611,23,1012,5,7,8,18,Y,C,5,624401
2016,1,42,001,5,236115,236,2361,23611,23,1012,9,9,7,17,Y,C,5,624402
2016,1,42,001,5,236115,236,2361,23611,23,1012,3,2,2,12,Y,C,5,624403
2016,1,42,001,5,236116,236,2361,23611,23,1012,5,7,9,19,Y,C,5,624404
2016,1,42,001,5,236117,236,2361,23611,23,1012,25,31,35,45,Y,C,5,624405
2016,1,42,001,5,236117,236,2361,23611,23,1012,8,9,9,19,Y,C,5,624406
2016,1,42,001,5,236117,236,2361,23611,23,1012,22,21,21,31,Y,C,5,624407
2016,1,42,001,5,236118,236,2361,23611,23,1012,3,3,3,13,Y,C,5,624408
