year,qtr,state,cnty,own,naics,naics3,naics4,naics5,naics_sector,super_sector,m1emp,m2emp,m3emp,wage,can_agg,rectype,filenumber,primary_key
2016,1,44,001,5,236115,236,2361,23611,23,1012,2,4,1,11,Y,C,6,871666
2016,1,44,001,5,236115,236,2361,23611,23,1012,2,2,2,12,Y,C,6,871667
2016,1,44,001,5,236115,236,2361,23611,23,1012,3,3,2,12,Y,C,6,871668
2016,1,44,001,5,236115,236,2361,23611,23,1012,7,7,6,16,Y,C,6,871669
2016,1,44,001,5,236115,236,2361,23611,23,1012,6,6,5,15,Y,C,6,871670
2016,1,44,001,5,236115,236,2361,23611,23,1012,2,2,2,12,Y,C,6,871671
2016,1,44,001,5,236115,236,2361,23611,23,1012,3,3,2,12,Y,C,6,871672
2016,1,44,001,5,236115,236,2361,23611,23,1012,4,3,3,13,Y,C,6,871673
2016,1,44,001,5,236115,236,2361,23611,23,1012,3,3,3,13,Y,C,6,871674
2016,1,44,001,5,236115,236,2361,23611,23,1012,9,9,8,18,Y,C,6,871675
2016,1,44,001,5,236115,236,2361,23611,23,1012,5,5,5,15,Y,C,6,871676
2016,1,44,001,5,236115,236,2361,23611,23,1012,1,1,1,11,Y,C,6,871677
2016,1,44,001,5,236115,236,2361,23611,23,1012,3,3,3,13,Y,C,6,871678
2016,1,44,001,5,236115,236,2361,23611,23,1012,2,2,2,12,Y,C,6,871679
2016,1,44,001,5,236115,236,2361,23611,23,1012,1,1,1,11,Y,C,6,871680
2016,1,44,001,5,236115,236,2361,23611,23,1012,5,4,4,14,Y,C,6,871681
2016,1,44,001,5,236117,236,2361,23611,23,1012,4,4,2,12,Y,C,6,871682
2016,1,44,001,5,236117,236,2361,23611,23,1012,4,3,3,13,Y,C,6,871683
2016,1,44,001,5,236117,236,2361,23611,23,1012,2,1,1,11,Y,C,6,871684
2016,1,44,001,5,236118,236,2361,23611,23,1012,3,3,2,12,Y,C,6,871685
2016,1,44,001,5,236118,236,2361,23611,23,1012,2,1,2,12,Y,C,6,871686
2016,1,44,001,5,236118,236,2361,23611,23,1012,1,1,2,12,Y,C,6,871687
2016,1,44,001,5,236118,236,2361,23611,23,1012,3,2,2,12,Y,C,6,871688
2016,1,44,001,5,236118,236,2361,23611,23,1012,4,5,5,15,Y,C,6,871689
2016,1,44,001,5,236118,236,2361,23611,23,1012,3,4,4,14,Y,C,6,871690
2016,1,44,001,5,236118,236,2361,23611,23,1012,2,3,2,12,Y,C,6,871691
2016,1,44,001,5,236118,236,2361,23611,23,1012,2,2,2,12,Y,C,6,871692
2016,1,44,001,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,6,871693
2016,1,44,001,5,236118,236,2361,23611,23,1012,2,2,2,12,Y,C,6,871694
2016,1,44,001,5,236118,236,2361,23611,23,1012,3,3,3,13,Y,C,6,871695
2016,1,44,001,5,236118,236,2361,23611,23,1012,1,2,2,12,Y,C,6,871696
2016,1,44,001,5,236118,236,2361,23611,23,1012,1,1,2,12,Y,C,6,871697
2016,1,44,001,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,6,871698
2016,1,44,001,5,236118,236,2361,23611,23,1012,3,2,3,13,Y,C,6,871699
2016,1,44,001,5,236118,236,2361,23611,23,1012,3,2,3,13,Y,C,6,871700
2016,1,44,001,5,236118,236,2361,23611,23,1012,4,5,6,16,Y,C,6,871701
2016,1,44,001,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,6,871702
2016,1,44,001,5,236118,236,2361,23611,23,1012,2,2,2,12,Y,C,6,871703
2016,1,44,001,5,236118,236,2361,23611,23,1012,2,2,2,12,Y,C,6,871704
2016,1,44,001,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,6,871705
2016,1,44,001,5,236118,236,2361,23611,23,1012,5,5,5,15,Y,C,6,871706
2016,1,44,001,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,6,871707
2016,1,44,001,5,236118,236,2361,23611,23,1012,1,1,2,12,Y,C,6,871708
2016,1,44,001,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,6,871709
2016,1,44,001,5,236118,236,2361,23611,23,1012,6,6,6,16,Y,C,6,871710
2016,1,44,001,5,236118,236,2361,23611,23,1012,2,2,3,13,Y,C,6,871711
2016,1,44,001,5,236118,236,2361,23611,23,1012,4,4,5,15,Y,C,6,871712
2016,1,44,001,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,6,871713
2016,1,44,001,5,236118,236,2361,23611,23,1012,2,2,2,12,Y,C,6,871714
2016,1,44,001,5,236118,236,2361,23611,23,1012,3,2,2,12,Y,C,6,871715
2016,1,44,001,5,236118,236,2361,23611,23,1012,4,3,4,14,Y,C,6,871716
2016,1,44,001,5,236118,236,2361,23611,23,1012,4,3,3,13,Y,C,6,871717
2016,1,44,001,5,236118,236,2361,23611,23,1012,2,3,2,12,Y,C,6,871718
2016,1,44,001,5,236118,236,2361,23611,23,1012,5,6,6,16,Y,C,6,871719
2016,1,44,001,5,236118,236,2361,23611,23,1012,4,4,5,15,Y,C,6,871720
2016,1,44,001,5,236118,236,2361,23611,23,1012,4,4,4,14,Y,C,6,871721
2016,1,44,001,5,236118,236,2361,23611,23,1012,4,3,5,15,Y,C,6,871722
2016,1,44,001,5,236118,236,2361,23611,23,1012,2,2,2,12,Y,C,6,871723
2016,1,44,001,5,236118,236,2361,23611,23,1012,4,3,4,14,Y,C,6,871724
2016,1,44,001,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,6,871725
2016,1,44,001,5,236118,236,2361,23611,23,1012,7,7,9,19,Y,C,6,871726
2016,1,44,001,5,236118,236,2361,23611,23,1012,1,2,2,12,Y,C,6,871727
2016,1,44,001,5,236118,236,2361,23611,23,1012,2,1,2,12,Y,C,6,871728
2016,1,44,001,5,236118,236,2361,23611,23,1012,5,5,6,16,Y,C,6,871729
2016,1,44,001,5,236118,236,2361,23611,23,1012,3,3,4,14,Y,C,6,871730
2016,1,44,001,5,236118,236,2361,23611,23,1012,2,3,2,12,Y,C,6,871731
2016,1,44,001,5,236118,236,2361,23611,23,1012,1,2,2,12,Y,C,6,871732
2016,1,44,001,5,236118,236,2361,23611,23,1012,2,2,3,13,Y,C,6,871733
2016,1,44,001,5,236118,236,2361,23611,23,1012,3,3,3,13,Y,C,6,871734
2016,1,44,001,5,236118,236,2361,23611,23,1012,2,1,2,12,Y,C,6,871735
2016,1,44,001,5,236118,236,2361,23611,23,1012,0,1,1,11,Y,C,6,871736
2016,1,44,001,5,238110,238,2381,23811,23,1012,10,10,13,23,Y,C,6,871737
2016,1,44,001,5,238110,238,2381,23811,23,1012,9,12,15,25,Y,C,6,871738
2016,1,44,001,5,238120,238,2381,23812,23,1012,1,1,0,10,Y,C,6,871739
2016,1,44,001,5,238130,238,2381,23813,23,1012,1,1,1,11,Y,C,6,871740
2016,1,44,001,5,238130,238,2381,23813,23,1012,0,0,1,11,Y,C,6,871741
2016,1,44,001,5,238140,238,2381,23814,23,1012,1,1,1,11,Y,C,6,871742
2016,1,44,001,5,238140,238,2381,23814,23,1012,2,3,4,14,Y,C,6,871743
2016,1,44,001,5,238140,238,2381,23814,23,1012,1,2,2,12,Y,C,6,871744
2016,1,44,001,5,238140,238,2381,23814,23,1012,1,3,3,13,Y,C,6,871745
2016,1,44,001,5,238140,238,2381,23814,23,1012,1,1,1,11,Y,C,6,871746
2016,1,44,001,5,238140,238,2381,23814,23,1012,1,3,3,13,Y,C,6,871747
2016,1,44,001,5,238140,238,2381,23814,23,1012,1,2,2,12,Y,C,6,871748
2016,1,44,001,5,238140,238,2381,23814,23,1012,0,0,1,11,Y,C,6,871749
2016,1,44,001,5,238140,238,2381,23814,23,1012,2,4,3,13,Y,C,6,871750
2016,1,44,001,5,238140,238,2381,23814,23,1012,1,1,2,12,Y,C,6,871751
2016,1,44,001,5,238140,238,2381,23814,23,1012,2,3,4,14,Y,C,6,871752
2016,1,44,001,5,238150,238,2381,23815,23,1012,1,1,1,11,Y,C,6,871753
2016,1,44,001,5,238150,238,2381,23815,23,1012,2,5,5,15,Y,C,6,871754
2016,1,44,001,5,238160,238,2381,23816,23,1012,4,6,7,17,Y,C,6,871755
2016,1,44,001,5,238160,238,2381,23816,23,1012,7,10,10,20,Y,C,6,871756
2016,1,44,001,5,238170,238,2381,23817,23,1012,1,1,1,11,Y,C,6,871757
2016,1,44,001,5,238170,238,2381,23817,23,1012,4,3,3,13,Y,C,6,871758
2016,1,44,001,5,238210,238,2382,23821,23,1012,9,9,9,19,Y,C,6,871759
2016,1,44,001,5,238210,238,2382,23821,23,1012,3,2,2,12,Y,C,6,871760
2016,1,44,001,5,238210,238,2382,23821,23,1012,8,8,7,17,Y,C,6,871761
2016,1,44,001,5,238210,238,2382,23821,23,1012,4,4,4,14,Y,C,6,871762
2016,1,44,001,5,238210,238,2382,23821,23,1012,3,3,4,14,Y,C,6,871763
2016,1,44,001,5,238210,238,2382,23821,23,1012,4,4,4,14,Y,C,6,871764
2016,1,44,001,5,238210,238,2382,23821,23,1012,2,2,2,12,Y,C,6,871765
2016,1,44,001,5,238210,238,2382,23821,23,1012,4,3,5,15,Y,C,6,871766
