year,qtr,state,cnty,own,naics,naics3,naics4,naics5,naics_sector,super_sector,m1emp,m2emp,m3emp,wage,can_agg,rectype,filenumber,primary_key
2016,1,35,001,5,212221,212,2122,21222,21,1011,10,4,0,10,Y,C,3,386749
2016,1,35,001,5,212234,212,2122,21223,21,1011,27,12,0,10,Y,C,3,386750
2016,1,35,001,5,213112,213,2131,21311,21,1011,7,11,15,25,Y,C,3,386751
2016,1,35,001,5,213112,213,2131,21311,21,1011,6,9,10,20,Y,C,3,386752
2016,1,35,001,5,213112,213,2131,21311,21,1011,3,3,6,16,Y,C,3,386753
2016,1,35,001,5,213112,213,2131,21311,21,1011,2,5,5,15,Y,C,3,386754
2016,1,35,001,5,213113,213,2131,21311,21,1011,4,3,3,13,Y,C,3,386755
2016,1,35,001,5,221112,221,2211,22111,22,1021,65,142,220,230,Y,C,3,386756
2016,1,35,001,5,221112,221,2211,22111,22,1021,34,66,97,107,Y,C,3,386757
2016,1,35,001,5,221114,221,2211,22111,22,1021,1,0,0,10,Y,C,3,386758
2016,1,35,001,5,221122,221,2211,22112,22,1021,98,213,325,335,Y,C,3,386759
2016,1,35,001,5,221122,221,2211,22112,22,1021,108,217,328,338,Y,C,3,386760
2016,1,35,001,5,221122,221,2211,22112,22,1021,2,6,12,22,Y,C,3,386761
2016,1,35,001,5,236115,236,2361,23611,23,1012,6,7,6,16,Y,C,3,386762
2016,1,35,001,5,236115,236,2361,23611,23,1012,6,8,7,17,Y,C,3,386763
2016,1,35,001,5,236115,236,2361,23611,23,1012,4,3,3,13,Y,C,3,386764
2016,1,35,001,5,236115,236,2361,23611,23,1012,4,4,4,14,Y,C,3,386765
2016,1,35,001,5,236115,236,2361,23611,23,1012,9,8,10,20,Y,C,3,386766
2016,1,35,001,5,236115,236,2361,23611,23,1012,3,2,3,13,Y,C,3,386767
2016,1,35,001,5,236115,236,2361,23611,23,1012,2,3,2,12,Y,C,3,386768
2016,1,35,001,5,236115,236,2361,23611,23,1012,6,9,7,17,Y,C,3,386769
2016,1,35,001,5,236115,236,2361,23611,23,1012,5,5,7,17,Y,C,3,386770
2016,1,35,001,5,236115,236,2361,23611,23,1012,3,2,4,14,Y,C,3,386771
2016,1,35,001,5,236115,236,2361,23611,23,1012,1,1,2,12,Y,C,3,386772
2016,1,35,001,5,236115,236,2361,23611,23,1012,8,10,9,19,Y,C,3,386773
2016,1,35,001,5,236115,236,2361,23611,23,1012,6,6,7,17,Y,C,3,386774
2016,1,35,001,5,236115,236,2361,23611,23,1012,6,7,6,16,Y,C,3,386775
2016,1,35,001,5,236115,236,2361,23611,23,1012,12,10,11,21,Y,C,3,386776
2016,1,35,001,5,236115,236,2361,23611,23,1012,4,3,4,14,Y,C,3,386777
2016,1,35,001,5,236115,236,2361,23611,23,1012,6,4,4,14,Y,C,3,386778
2016,1,35,001,5,236115,236,2361,23611,23,1012,5,4,4,14,Y,C,3,386779
2016,1,35,001,5,236115,236,2361,23611,23,1012,3,2,3,13,Y,C,3,386780
2016,1,35,001,5,236115,236,2361,23611,23,1012,4,6,5,15,Y,C,3,386781
2016,1,35,001,5,236115,236,2361,23611,23,1012,5,4,4,14,Y,C,3,386782
2016,1,35,001,5,236115,236,2361,23611,23,1012,8,8,8,18,Y,C,3,386783
2016,1,35,001,5,236115,236,2361,23611,23,1012,4,5,4,14,Y,C,3,386784
2016,1,35,001,5,236115,236,2361,23611,23,1012,4,4,5,15,Y,C,3,386785
2016,1,35,001,5,236115,236,2361,23611,23,1012,6,5,6,16,Y,C,3,386786
2016,1,35,001,5,236115,236,2361,23611,23,1012,0,0,1,11,Y,C,3,386787
2016,1,35,001,5,236115,236,2361,23611,23,1012,6,6,5,15,Y,C,3,386788
2016,1,35,001,5,236115,236,2361,23611,23,1012,6,7,7,17,Y,C,3,386789
2016,1,35,001,5,236115,236,2361,23611,23,1012,8,7,6,16,Y,C,3,386790
2016,1,35,001,5,236115,236,2361,23611,23,1012,9,9,11,21,Y,C,3,386791
2016,1,35,001,5,236115,236,2361,23611,23,1012,5,6,6,16,Y,C,3,386792
2016,1,35,001,5,236115,236,2361,23611,23,1012,6,6,7,17,Y,C,3,386793
2016,1,35,001,5,236115,236,2361,23611,23,1012,7,8,8,18,Y,C,3,386794
2016,1,35,001,5,236115,236,2361,23611,23,1012,3,4,4,14,Y,C,3,386795
2016,1,35,001,5,236115,236,2361,23611,23,1012,5,5,5,15,Y,C,3,386796
2016,1,35,001,5,236115,236,2361,23611,23,1012,2,1,2,12,Y,C,3,386797
2016,1,35,001,5,236115,236,2361,23611,23,1012,6,6,5,15,Y,C,3,386798
2016,1,35,001,5,236115,236,2361,23611,23,1012,2,2,2,12,Y,C,3,386799
2016,1,35,001,5,236115,236,2361,23611,23,1012,6,6,7,17,Y,C,3,386800
2016,1,35,001,5,236115,236,2361,23611,23,1012,6,6,6,16,Y,C,3,386801
2016,1,35,001,5,236115,236,2361,23611,23,1012,4,3,3,13,Y,C,3,386802
2016,1,35,001,5,236115,236,2361,23611,23,1012,1,1,1,11,Y,C,3,386803
2016,1,35,001,5,236115,236,2361,23611,23,1012,7,8,7,17,Y,C,3,386804
2016,1,35,001,5,236115,236,2361,23611,23,1012,4,5,4,14,Y,C,3,386805
2016,1,35,001,5,236115,236,2361,23611,23,1012,5,5,4,14,Y,C,3,386806
2016,1,35,001,5,236115,236,2361,23611,23,1012,5,5,4,14,Y,C,3,386807
2016,1,35,001,5,236115,236,2361,23611,23,1012,3,5,5,15,Y,C,3,386808
2016,1,35,001,5,236115,236,2361,23611,23,1012,5,5,4,14,Y,C,3,386809
2016,1,35,001,5,236115,236,2361,23611,23,1012,7,8,6,16,Y,C,3,386810
2016,1,35,001,5,236115,236,2361,23611,23,1012,11,9,10,20,Y,C,3,386811
2016,1,35,001,5,236115,236,2361,23611,23,1012,8,11,10,20,Y,C,3,386812
2016,1,35,001,5,236115,236,2361,23611,23,1012,14,12,12,22,Y,C,3,386813
2016,1,35,001,5,236115,236,2361,23611,23,1012,6,5,6,16,Y,C,3,386814
2016,1,35,001,5,236115,236,2361,23611,23,1012,2,1,2,12,Y,C,3,386815
2016,1,35,001,5,236115,236,2361,23611,23,1012,1,2,2,12,Y,C,3,386816
2016,1,35,001,5,236115,236,2361,23611,23,1012,9,11,10,20,Y,C,3,386817
2016,1,35,001,5,236115,236,2361,23611,23,1012,8,9,8,18,Y,C,3,386818
2016,1,35,001,5,236115,236,2361,23611,23,1012,3,3,4,14,Y,C,3,386819
2016,1,35,001,5,236116,236,2361,23611,23,1012,1,1,1,11,Y,C,3,386820
2016,1,35,001,5,236116,236,2361,23611,23,1012,3,5,4,14,Y,C,3,386821
2016,1,35,001,5,236116,236,2361,23611,23,1012,11,11,11,21,Y,C,3,386822
2016,1,35,001,5,236116,236,2361,23611,23,1012,2,2,2,12,Y,C,3,386823
2016,1,35,001,5,236116,236,2361,23611,23,1012,6,8,6,16,Y,C,3,386824
2016,1,35,001,5,236117,236,2361,23611,23,1012,2,3,2,12,Y,C,3,386825
2016,1,35,001,5,236117,236,2361,23611,23,1012,5,6,5,15,Y,C,3,386826
2016,1,35,001,5,236117,236,2361,23611,23,1012,4,2,3,13,Y,C,3,386827
2016,1,35,001,5,236117,236,2361,23611,23,1012,2,2,2,12,Y,C,3,386828
2016,1,35,001,5,236117,236,2361,23611,23,1012,2,3,3,13,Y,C,3,386829
2016,1,35,001,5,236117,236,2361,23611,23,1012,5,6,4,14,Y,C,3,386830
2016,1,35,001,5,236117,236,2361,23611,23,1012,4,6,5,15,Y,C,3,386831
2016,1,35,001,5,236117,236,2361,23611,23,1012,4,4,4,14,Y,C,3,386832
2016,1,35,001,5,236117,236,2361,23611,23,1012,3,3,3,13,Y,C,3,386833
2016,1,35,001,5,236117,236,2361,23611,23,1012,3,3,3,13,Y,C,3,386834
2016,1,35,001,5,236117,236,2361,23611,23,1012,3,2,2,12,Y,C,3,386835
2016,1,35,001,5,236117,236,2361,23611,23,1012,3,2,2,12,Y,C,3,386836
2016,1,35,001,5,236117,236,2361,23611,23,1012,1,2,2,12,Y,C,3,386837
2016,1,35,001,5,236117,236,2361,23611,23,1012,6,8,7,17,Y,C,3,386838
2016,1,35,001,5,236117,236,2361,23611,23,1012,1,1,2,12,Y,C,3,386839
2016,1,35,001,5,236117,236,2361,23611,23,1012,4,5,5,15,Y,C,3,386840
2016,1,35,001,5,236117,236,2361,23611,23,1012,2,2,2,12,Y,C,3,386841
2016,1,35,001,5,236117,236,2361,23611,23,1012,4,3,5,15,Y,C,3,386842
2016,1,35,001,5,236117,236,2361,23611,23,1012,3,4,4,14,Y,C,3,386843
2016,1,35,001,5,236117,236,2361,23611,23,1012,4,3,3,13,Y,C,3,386844
2016,1,35,001,5,236117,236,2361,23611,23,1012,3,4,3,13,Y,C,3,386845
2016,1,35,001,5,236117,236,2361,23611,23,1012,2,2,2,12,Y,C,3,386846
2016,1,35,001,5,236117,236,2361,23611,23,1012,3,3,3,13,Y,C,3,386847
2016,1,35,001,5,236117,236,2361,23611,23,1012,3,3,3,13,Y,C,3,386848
2016,1,35,001,5,236117,236,2361,23611,23,1012,12,12,15,25,Y,C,3,386849
2016,1,35,001,5,236117,236,2361,23611,23,1012,4,5,5,15,Y,C,3,386850
2016,1,35,001,5,236117,236,2361,23611,23,1012,2,3,2,12,Y,C,3,386851
2016,1,35,001,5,236117,236,2361,23611,23,1012,3,3,2,12,Y,C,3,386852
2016,1,35,001,5,236117,236,2361,23611,23,1012,5,3,5,15,Y,C,3,386853
2016,1,35,001,5,236118,236,2361,23611,23,1012,5,7,6,16,Y,C,3,386854
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,3,3,13,Y,C,3,386855
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,3,2,12,Y,C,3,386856
2016,1,35,001,5,236118,236,2361,23611,23,1012,2,2,1,11,Y,C,3,386857
2016,1,35,001,5,236118,236,2361,23611,23,1012,2,2,2,12,Y,C,3,386858
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,4,3,13,Y,C,3,386859
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,3,3,13,Y,C,3,386860
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,4,3,13,Y,C,3,386861
2016,1,35,001,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,3,386862
2016,1,35,001,5,236118,236,2361,23611,23,1012,8,7,8,18,Y,C,3,386863
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,4,4,14,Y,C,3,386864
2016,1,35,001,5,236118,236,2361,23611,23,1012,5,6,6,16,Y,C,3,386865
2016,1,35,001,5,236118,236,2361,23611,23,1012,4,3,3,13,Y,C,3,386866
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,2,3,13,Y,C,3,386867
2016,1,35,001,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,3,386868
2016,1,35,001,5,236118,236,2361,23611,23,1012,4,5,4,14,Y,C,3,386869
2016,1,35,001,5,236118,236,2361,23611,23,1012,2,1,1,11,Y,C,3,386870
2016,1,35,001,5,236118,236,2361,23611,23,1012,2,2,2,12,Y,C,3,386871
2016,1,35,001,5,236118,236,2361,23611,23,1012,6,6,7,17,Y,C,3,386872
2016,1,35,001,5,236118,236,2361,23611,23,1012,2,3,3,13,Y,C,3,386873
2016,1,35,001,5,236118,236,2361,23611,23,1012,8,8,8,18,Y,C,3,386874
2016,1,35,001,5,236118,236,2361,23611,23,1012,9,11,9,19,Y,C,3,386875
2016,1,35,001,5,236118,236,2361,23611,23,1012,6,6,8,18,Y,C,3,386876
2016,1,35,001,5,236118,236,2361,23611,23,1012,4,5,3,13,Y,C,3,386877
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,3,3,13,Y,C,3,386878
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,3,4,14,Y,C,3,386879
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,3,3,13,Y,C,3,386880
2016,1,35,001,5,236118,236,2361,23611,23,1012,1,0,0,10,Y,C,3,386881
2016,1,35,001,5,236118,236,2361,23611,23,1012,2,3,3,13,Y,C,3,386882
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,4,3,13,Y,C,3,386883
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,4,4,14,Y,C,3,386884
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,3,4,14,Y,C,3,386885
2016,1,35,001,5,236118,236,2361,23611,23,1012,2,2,2,12,Y,C,3,386886
2016,1,35,001,5,236118,236,2361,23611,23,1012,2,2,3,13,Y,C,3,386887
2016,1,35,001,5,236118,236,2361,23611,23,1012,2,4,2,12,Y,C,3,386888
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,2,3,13,Y,C,3,386889
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,3,2,12,Y,C,3,386890
2016,1,35,001,5,236118,236,2361,23611,23,1012,1,2,2,12,Y,C,3,386891
2016,1,35,001,5,236118,236,2361,23611,23,1012,4,4,5,15,Y,C,3,386892
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,3,2,12,Y,C,3,386893
2016,1,35,001,5,236118,236,2361,23611,23,1012,9,10,10,20,Y,C,3,386894
2016,1,35,001,5,236118,236,2361,23611,23,1012,7,6,6,16,Y,C,3,386895
2016,1,35,001,5,236118,236,2361,23611,23,1012,2,2,2,12,Y,C,3,386896
2016,1,35,001,5,236118,236,2361,23611,23,1012,4,5,5,15,Y,C,3,386897
2016,1,35,001,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,3,386898
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,2,3,13,Y,C,3,386899
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,3,3,13,Y,C,3,386900
2016,1,35,001,5,236118,236,2361,23611,23,1012,2,2,1,11,Y,C,3,386901
2016,1,35,001,5,236118,236,2361,23611,23,1012,1,3,3,13,Y,C,3,386902
2016,1,35,001,5,236118,236,2361,23611,23,1012,1,1,2,12,Y,C,3,386903
2016,1,35,001,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,3,386904
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,3,3,13,Y,C,3,386905
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,2,2,12,Y,C,3,386906
2016,1,35,001,5,236118,236,2361,23611,23,1012,2,3,3,13,Y,C,3,386907
2016,1,35,001,5,236118,236,2361,23611,23,1012,5,6,4,14,Y,C,3,386908
2016,1,35,001,5,236118,236,2361,23611,23,1012,4,3,3,13,Y,C,3,386909
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,4,5,15,Y,C,3,386910
2016,1,35,001,5,236118,236,2361,23611,23,1012,2,3,4,14,Y,C,3,386911
2016,1,35,001,5,236118,236,2361,23611,23,1012,4,5,5,15,Y,C,3,386912
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,3,4,14,Y,C,3,386913
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,3,3,13,Y,C,3,386914
2016,1,35,001,5,236118,236,2361,23611,23,1012,6,5,5,15,Y,C,3,386915
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,4,3,13,Y,C,3,386916
2016,1,35,001,5,236118,236,2361,23611,23,1012,0,0,0,10,Y,C,3,386917
2016,1,35,001,5,236118,236,2361,23611,23,1012,8,10,10,20,Y,C,3,386918
2016,1,35,001,5,236118,236,2361,23611,23,1012,6,6,7,17,Y,C,3,386919
2016,1,35,001,5,236118,236,2361,23611,23,1012,4,4,3,13,Y,C,3,386920
2016,1,35,001,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,3,386921
2016,1,35,001,5,236118,236,2361,23611,23,1012,0,1,1,11,Y,C,3,386922
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,2,2,12,Y,C,3,386923
2016,1,35,001,5,236118,236,2361,23611,23,1012,5,6,7,17,Y,C,3,386924
2016,1,35,001,5,236118,236,2361,23611,23,1012,5,5,4,14,Y,C,3,386925
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,3,3,13,Y,C,3,386926
2016,1,35,001,5,236118,236,2361,23611,23,1012,5,5,4,14,Y,C,3,386927
2016,1,35,001,5,236118,236,2361,23611,23,1012,4,5,4,14,Y,C,3,386928
2016,1,35,001,5,236118,236,2361,23611,23,1012,2,3,2,12,Y,C,3,386929
2016,1,35,001,5,236118,236,2361,23611,23,1012,1,2,2,12,Y,C,3,386930
2016,1,35,001,5,236118,236,2361,23611,23,1012,4,6,5,15,Y,C,3,386931
2016,1,35,001,5,236118,236,2361,23611,23,1012,9,9,11,21,Y,C,3,386932
2016,1,35,001,5,236118,236,2361,23611,23,1012,6,7,6,16,Y,C,3,386933
2016,1,35,001,5,236118,236,2361,23611,23,1012,3,3,3,13,Y,C,3,386934
2016,1,35,001,5,236118,236,2361,23611,23,1012,2,3,3,13,Y,C,3,386935
2016,1,35,001,5,236118,236,2361,23611,23,1012,4,4,4,14,Y,C,3,386936
