"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"46103","0","10","70","0","2016","1","","Pennington County, South Dakota","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",4356,53849,54047,54576,531689702,298763566,1909980,755,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",68,1.6,584,1.1,425,0.8,584,1.1,8758243,1.7,5793315,2.0,-89404,-4.5,5,0.7
"46103","0","10","70","0","2016","2","","Pennington County, South Dakota","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",4384,55600,57165,58899,552348497,173801331,1258577,743,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",48,1.1,732,1.3,811,1.4,679,1.2,24051061,4.6,4075995,2.4,-114908,-8.4,23,3.2
"46103","0","10","70","0","2016","3","","Pennington County, South Dakota","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",4412,58619,58310,57218,590115351,105401866,774287,782,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",26,0.6,1911,3.4,1717,3.0,664,1.2,51049370,9.5,493601,0.5,-69860,-8.3,50,6.8
"46103","0","10","70","0","2016","4","","Pennington County, South Dakota","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",4454,56545,55933,55398,578716686,67884769,474342,796,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",76,1.7,744,1.3,624,1.1,18,0.0,-10992567,-1.9,-3389564,-4.8,-33505,-6.6,-21,-2.6
"46103","1","10","71","0","2016","1","","Pennington County, South Dakota","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",62,1863,1859,1860,27086064,0,0,1120,"",2.26,1.74,1.74,1.73,1.79,0.00,0.00,1.03,"",0,0.0,46,2.5,35,1.9,31,1.7,-160631,-0.6,0,0.0,0,0.0,-29,-2.5
"46103","1","10","71","0","2016","2","","Pennington County, South Dakota","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",62,1842,1867,1948,25740126,0,0,1050,"",2.27,1.69,1.67,1.68,1.70,0.00,0.00,1.01,"",0,0.0,-21,-1.1,9,0.5,40,2.1,-154269,-0.6,0,0.0,0,0.0,-12,-1.1
"46103","1","10","71","0","2016","3","","Pennington County, South Dakota","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",63,1958,1948,1931,30648790,0,0,1212,"",2.31,1.68,1.69,1.72,1.68,0.00,0.00,0.99,"",1,1.6,8,0.4,0,0.0,11,0.6,1183480,4.0,0,0.0,0,0.0,43,3.7
"46103","1","10","71","0","2016","4","","Pennington County, South Dakota","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",63,1888,1907,1911,28293207,0,0,1144,"",2.30,1.71,1.75,1.75,1.73,0.00,0.00,1.00,"",1,1.6,-13,-0.7,24,1.3,27,1.4,1149120,4.2,0,0.0,0,0.0,39,3.5
"46103","1","102","72","0","2016","1","","Pennington County, South Dakota","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",62,1863,1859,1860,27086064,0,0,1120,"",2.27,1.77,1.77,1.76,1.82,0.00,0.00,1.03,"",0,0.0,46,2.5,35,1.9,31,1.7,-160631,-0.6,0,0.0,0,0.0,-29,-2.5
"46103","1","102","72","0","2016","2","","Pennington County, South Dakota","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",62,1842,1867,1948,25740126,0,0,1050,"",2.27,1.72,1.70,1.71,1.73,0.00,0.00,1.01,"",0,0.0,-21,-1.1,9,0.5,40,2.1,-154269,-0.6,0,0.0,0,0.0,-12,-1.1
"46103","1","102","72","0","2016","3","","Pennington County, South Dakota","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",63,1958,1948,1931,30648790,0,0,1212,"",2.31,1.71,1.72,1.75,1.71,0.00,0.00,0.99,"",1,1.6,8,0.4,0,0.0,11,0.6,1183480,4.0,0,0.0,0,0.0,43,3.7
"46103","1","102","72","0","2016","4","","Pennington County, South Dakota","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",63,1888,1907,1911,28293207,0,0,1144,"",2.31,1.74,1.78,1.78,1.77,0.00,0.00,1.00,"",1,1.6,-13,-0.7,24,1.3,27,1.4,1149120,4.2,0,0.0,0,0.0,39,3.5
"46103","1","1021","73","0","2016","1","","Pennington County, South Dakota","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",13,251,246,249,2683423,0,0,830,"",0.95,0.97,0.94,0.95,1.02,0.00,0.00,1.07,"",0,0.0,10,4.1,4,1.7,3,1.2,-727891,-21.3,0,0.0,0,0.0,-250,-23.1
"46103","1","1021","73","0","2016","2","","Pennington County, South Dakota","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",13,251,250,257,2602519,0,0,792,"",0.95,0.95,0.92,0.92,0.94,0.00,0.00,1.02,"",0,0.0,4,1.6,9,3.7,15,6.2,-77454,-2.9,0,0.0,0,0.0,-55,-6.5
"46103","1","1021","73","0","2016","3","","Pennington County, South Dakota","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",14,267,261,263,3120079,0,0,910,"",1.03,0.95,0.93,0.96,0.95,0.00,0.00,1.00,"",1,7.7,28,11.7,21,8.8,23,9.6,116647,3.9,0,0.0,0,0.0,-54,-5.6
"46103","1","1021","73","0","2016","4","","Pennington County, South Dakota","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",14,262,261,271,3217273,0,0,935,"",1.03,0.98,0.98,0.99,0.97,0.00,0.00,0.99,"",1,7.7,21,8.7,19,7.9,24,9.7,60393,1.9,0,0.0,0,0.0,-63,-6.3
"46103","1","1022","73","0","2016","1","","Pennington County, South Dakota","Federal Government","1022 Information","County, by Supersector -- by ownership sector","All establishment sizes",1,4,4,6,26138,0,0,431,"",17.78,1.57,1.58,2.35,0.71,0.00,0.00,0.39,"",0,0.0,0,0.0,0,0.0,1,20.0,-772,-2.9,0,0.0,0,0.0,-47,-9.8
"46103","1","1022","73","0","2016","2","","Pennington County, South Dakota","Federal Government","1022 Information","County, by Supersector -- by ownership sector","All establishment sizes",1,5,5,5,30466,0,0,469,"",18.09,1.94,1.89,1.83,0.88,0.00,0.00,0.46,"",0,0.0,0,0.0,0,0.0,0,0.0,-3984,-11.6,0,0.0,0,0.0,-61,-11.5
"46103","1","1022","73","0","2016","3","","Pennington County, South Dakota","Federal Government","1022 Information","County, by Supersector -- by ownership sector","All establishment sizes",1,5,5,5,34512,0,0,531,"",17.69,1.80,1.82,1.87,0.82,0.00,0.00,0.45,"",0,0.0,0,0.0,1,25.0,1,25.0,5623,19.5,0,0.0,0,0.0,18,3.5
"46103","1","1022","73","0","2016","4","","Pennington County, South Dakota","Federal Government","1022 Information","County, by Supersector -- by ownership sector","All establishment sizes",1,5,5,5,30547,0,0,470,"",17.38,1.91,1.94,1.95,0.91,0.00,0.00,0.47,"",0,0.0,1,25.0,1,25.0,1,25.0,-1250,-3.9,0,0.0,0,0.0,-141,-23.1
"46103","1","1023","73","0","2016","1","","Pennington County, South Dakota","Federal Government","1023 Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",3,114,125,125,1372212,0,0,870,"",8.26,21.94,24.28,24.31,12.10,0.00,0.00,0.52,"",0,0.0,7,6.5,18,16.8,18,16.8,-74700,-5.2,0,0.0,0,0.0,-170,-16.3
"46103","1","1023","73","0","2016","2","","Pennington County, South Dakota","Federal Government","1023 Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",3,125,120,123,1405462,0,0,881,"",8.31,24.16,22.83,22.37,13.54,0.00,0.00,0.59,"",0,0.0,14,12.6,-4,-3.2,-2,-1.6,9939,0.7,0,0.0,0,0.0,-14,-1.6
"46103","1","1023","73","0","2016","3","","Pennington County, South Dakota","Federal Government","1023 Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",3,124,130,130,1705956,0,0,1025,"",8.33,22.61,24.14,25.10,14.28,0.00,0.00,0.60,"",0,0.0,-1,-0.8,8,6.6,11,9.2,76579,4.7,0,0.0,0,0.0,-2,-0.2
"46103","1","1023","73","0","2016","4","","Pennington County, South Dakota","Federal Government","1023 Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",3,127,128,125,1653071,0,0,1004,"",8.30,24.74,25.27,24.94,16.60,0.00,0.00,0.66,"",0,0.0,12,10.4,13,11.3,10,8.7,277460,20.2,0,0.0,0,0.0,84,9.1
