"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"C4170","0","10","40","0","2016","1","","San Antonio-New Braunfels, TX MSA","Total Covered","10 Total, all industries","MSA, Total Covered","All establishment sizes",49050,957599,965169,968785,11420334953,4881439421,98603801,911,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1913,4.1,31898,3.4,30630,3.3,30791,3.3,337185156,3.0,185861473,4.0,-6241935,-6.0,-3,-0.3
"C4170","0","10","40","0","2016","2","","San Antonio-New Braunfels, TX MSA","Total Covered","10 Total, all industries","MSA, Total Covered","All establishment sizes",49416,974723,978005,976853,10917945420,1583912465,27271929,860,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1985,4.2,30648,3.2,28299,3.0,26797,2.8,567544762,5.5,57039763,3.7,-2232902,-7.6,20,2.4
"C4170","0","10","40","0","2016","3","","San Antonio-New Braunfels, TX MSA","Total Covered","10 Total, all industries","MSA, Total Covered","All establishment sizes",50068,976385,979879,984538,11443892985,1065915499,18897974,898,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2098,4.4,30830,3.3,32171,3.4,31203,3.3,848031141,8.0,45998851,4.5,-1088362,-5.4,39,4.5
"C4170","0","10","40","0","2016","4","","San Antonio-New Braunfels, TX MSA","Total Covered","10 Total, all industries","MSA, Total Covered","All establishment sizes",50386,987017,993812,994611,12094815696,889669779,16142131,938,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2063,4.3,28047,2.9,29117,3.0,29711,3.1,223583612,1.9,-12973380,-1.4,-2019220,-11.1,-10,-1.1
"C4170","1","10","41","0","2016","1","","San Antonio-New Braunfels, TX MSA","Federal Government","10 Total, all industries","MSA, Total -- by ownership sector","All establishment sizes",252,34671,34735,34755,613514885,0,0,1359,"",0.82,1.82,1.82,1.82,1.89,0.00,0.00,1.04,"",-4,-1.6,708,2.1,599,1.8,511,1.5,-7882622,-1.3,0,0.0,0,0.0,-42,-3.0
"C4170","1","10","41","0","2016","2","","San Antonio-New Braunfels, TX MSA","Federal Government","10 Total, all industries","MSA, Total -- by ownership sector","All establishment sizes",254,34881,34981,35199,587070964,0,0,1290,"",0.82,1.83,1.83,1.83,1.96,0.00,0.00,1.07,"",-1,-0.4,582,1.7,684,2.0,736,2.1,1123789,0.2,0,0.0,0,0.0,-22,-1.7
"C4170","1","10","41","0","2016","3","","San Antonio-New Braunfels, TX MSA","Federal Government","10 Total, all industries","MSA, Total -- by ownership sector","All establishment sizes",256,35336,35380,35439,683227590,0,0,1485,"",0.83,1.82,1.82,1.83,1.93,0.00,0.00,1.05,"",4,1.6,769,2.2,1055,3.1,1089,3.2,55742716,8.9,0,0.0,0,0.0,82,5.8
"C4170","1","10","41","0","2016","4","","San Antonio-New Braunfels, TX MSA","Federal Government","10 Total, all industries","MSA, Total -- by ownership sector","All establishment sizes",260,35390,35578,35836,658058136,0,0,1422,"",0.84,1.84,1.84,1.83,1.93,0.00,0.00,1.05,"",7,2.8,915,2.7,926,2.7,981,2.8,49709298,8.2,0,0.0,0,0.0,72,5.3
"C4170","2","10","41","0","2016","1","","San Antonio-New Braunfels, TX MSA","State Government","10 Total, all industries","MSA, Total -- by ownership sector","All establishment sizes",145,19125,19150,19136,259204765,0,0,1042,"",0.41,0.62,0.60,0.60,0.68,0.00,0.00,1.12,"",-1,-0.7,54,0.3,79,0.4,94,0.5,7192682,2.9,0,0.0,0,0.0,25,2.5
"C4170","2","10","41","0","2016","2","","San Antonio-New Braunfels, TX MSA","State Government","10 Total, all industries","MSA, Total -- by ownership sector","All establishment sizes",146,18224,18164,17818,260241644,0,0,1108,"",0.41,0.57,0.58,0.58,0.67,0.00,0.00,1.16,"",1,0.7,-933,-4.9,-751,-4.0,-280,-1.5,6609401,2.6,0,0.0,0,0.0,66,6.3
