"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"46019","0","10","70","0","2016","1","","Butte County, South Dakota","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",387,2768,2762,2784,22214364,14885755,97460,617,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,1.0,-92,-3.2,-83,-2.9,-81,-2.8,143036,0.6,-156026,-1.0,-10196,-9.5,23,3.9
"46019","0","10","70","0","2016","2","","Butte County, South Dakota","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",386,2823,2843,2915,21832441,8256449,51801,587,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-0.8,-35,-1.2,-86,-2.9,6,0.2,-159358,-0.7,12174,0.1,-7445,-12.6,3,0.5
"46019","0","10","70","0","2016","3","","Butte County, South Dakota","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",385,2895,2893,2862,24231679,4913537,30010,646,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.5,-55,-1.9,-30,-1.0,-20,-0.7,773377,3.3,-277623,-5.3,-9379,-23.8,28,4.5
"46019","0","10","70","0","2016","4","","Butte County, South Dakota","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",388,2845,2840,2820,24245744,3488348,22969,658,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.3,-60,-2.1,-27,-0.9,-71,-2.5,-1342655,-5.2,-350636,-9.1,-8534,-27.1,-24,-3.5
"46019","1","10","71","0","2016","1","","Butte County, South Dakota","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",8,43,42,47,620839,0,0,1085,"",3.28,0.78,0.77,0.85,0.98,0.00,0.00,1.22,"",-1,-11.1,-5,-10.4,-7,-14.3,3,6.8,-44988,-6.8,0,0.0,0,0.0,-5,-0.5
"46019","1","10","71","0","2016","2","","Butte County, South Dakota","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",8,41,47,53,583671,0,0,955,"",3.32,0.74,0.85,0.92,0.97,0.00,0.00,1.16,"",-1,-11.1,-5,-10.9,1,2.2,-4,-7.0,-54104,-8.5,0,0.0,0,0.0,-33,-3.3
"46019","1","10","71","0","2016","3","","Butte County, South Dakota","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",8,55,51,53,712830,0,0,1035,"",3.36,0.96,0.89,0.94,0.95,0.00,0.00,1.02,"",0,0.0,-2,-3.5,-5,-8.9,3,6.0,-84257,-10.6,0,0.0,0,0.0,-93,-8.2
"46019","1","10","71","0","2016","4","","Butte County, South Dakota","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",8,47,43,45,567111,0,0,969,"",3.36,0.85,0.78,0.81,0.83,0.00,0.00,1.02,"",0,0.0,3,6.8,0,0.0,-1,-2.2,-60563,-9.6,0,0.0,0,0.0,-120,-11.0
"46019","1","102","72","0","2016","1","","Butte County, South Dakota","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",8,43,42,47,620839,0,0,1085,"",3.29,0.80,0.78,0.87,1.00,0.00,0.00,1.22,"",-1,-11.1,-5,-10.4,-7,-14.3,3,6.8,-44988,-6.8,0,0.0,0,0.0,-5,-0.5
"46019","1","102","72","0","2016","2","","Butte County, South Dakota","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",8,41,47,53,583671,0,0,955,"",3.33,0.76,0.86,0.94,0.99,0.00,0.00,1.16,"",-1,-11.1,-5,-10.9,1,2.2,-4,-7.0,-54104,-8.5,0,0.0,0,0.0,-33,-3.3
"46019","1","102","72","0","2016","3","","Butte County, South Dakota","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",8,55,51,53,712830,0,0,1035,"",3.37,0.97,0.91,0.96,0.97,0.00,0.00,1.02,"",0,0.0,-2,-3.5,-5,-8.9,3,6.0,-84257,-10.6,0,0.0,0,0.0,-93,-8.2
"46019","1","102","72","0","2016","4","","Butte County, South Dakota","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",8,47,43,45,567111,0,0,969,"",3.36,0.86,0.79,0.82,0.85,0.00,0.00,1.02,"",0,0.0,3,6.8,0,0.0,-1,-2.2,-60563,-9.6,0,0.0,0,0.0,-120,-11.0
"46019","1","1021","73","0","2016","1","","Butte County, South Dakota","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",4,15,15,15,139447,0,0,715,"",3.29,1.13,1.12,1.12,1.27,0.00,0.00,1.13,"",0,0.0,1,7.1,0,0.0,0,0.0,-27245,-16.3,0,0.0,0,0.0,-159,-18.2
"46019","1","1021","73","0","2016","2","","Butte County, South Dakota","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",4,14,15,15,141821,0,0,744,"",3.32,1.04,1.11,1.08,1.30,0.00,0.00,1.21,"",0,0.0,-1,-6.7,0,0.0,0,0.0,5406,4.0,0,0.0,0,0.0,44,6.3
"46019","1","1021","73","0","2016","3","","Butte County, South Dakota","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",4,15,16,16,161544,0,0,793,"",3.37,1.08,1.15,1.17,1.19,0.00,0.00,1.05,"",0,0.0,1,7.1,2,14.3,1,6.7,-4938,-3.0,0,0.0,0,0.0,-100,-11.2
"46019","1","1021","73","0","2016","4","","Butte County, South Dakota","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",4,15,14,15,168493,0,0,884,"",3.36,1.11,1.04,1.08,1.21,0.00,0.00,1.13,"",0,0.0,1,7.1,-1,-6.7,1,7.1,-2830,-1.7,0,0.0,0,0.0,-35,-3.8
"46019","1","1028","73","0","2016","1","","Butte County, South Dakota","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",4,28,27,32,481392,0,0,1277,"",4.03,0.93,0.91,1.07,1.21,0.00,0.00,1.25,"",-1,-20.0,-6,-17.6,-7,-20.6,3,10.3,-17743,-3.6,0,0.0,0,0.0,90,7.6
"46019","1","1028","73","0","2016","2","","Butte County, South Dakota","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",4,27,32,38,441850,0,0,1051,"",4.08,0.90,1.06,1.22,1.20,0.00,0.00,1.13,"",-1,-20.0,-4,-12.9,1,3.2,-4,-9.5,-59510,-11.9,0,0.0,0,0.0,-61,-5.5
"46019","1","1028","73","0","2016","3","","Butte County, South Dakota","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",4,40,35,37,551286,0,0,1136,"",4.12,1.27,1.12,1.21,1.19,0.00,0.00,0.99,"",0,0.0,-3,-7.0,-7,-16.7,2,5.7,-79319,-12.6,0,0.0,0,0.0,-77,-6.3
"46019","1","1028","73","0","2016","4","","Butte County, South Dakota","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",4,32,29,30,398618,0,0,1011,"",4.12,1.06,0.96,1.00,0.99,0.00,0.00,0.98,"",0,0.0,2,6.7,1,3.6,-2,-6.2,-57733,-12.7,0,0.0,0,0.0,-159,-13.6
"46019","1","48-49","74","0","2016","1","","Butte County, South Dakota","Federal Government","NAICS 48-49 Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",4,15,15,15,139447,0,0,715,"",3.38,1.24,1.23,1.22,1.37,0.00,0.00,1.11,"",0,0.0,1,7.1,0,0.0,0,0.0,-27245,-16.3,0,0.0,0,0.0,-159,-18.2
"46019","1","48-49","74","0","2016","2","","Butte County, South Dakota","Federal Government","NAICS 48-49 Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",4,14,15,15,141821,0,0,744,"",3.42,1.14,1.21,1.18,1.41,0.00,0.00,1.19,"",0,0.0,-1,-6.7,0,0.0,0,0.0,5406,4.0,0,0.0,0,0.0,44,6.3
"46019","1","48-49","74","0","2016","3","","Butte County, South Dakota","Federal Government","NAICS 48-49 Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",4,15,16,16,161544,0,0,793,"",3.46,1.18,1.26,1.28,1.28,0.00,0.00,1.03,"",0,0.0,1,7.1,2,14.3,1,6.7,-4938,-3.0,0,0.0,0,0.0,-100,-11.2
"46019","1","48-49","74","0","2016","4","","Butte County, South Dakota","Federal Government","NAICS 48-49 Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",4,15,14,15,168493,0,0,884,"",3.46,1.21,1.14,1.18,1.31,0.00,0.00,1.12,"",0,0.0,1,7.1,-1,-6.7,1,7.1,-2830,-1.7,0,0.0,0,0.0,-35,-3.8
"46019","1","491","75","0","2016","1","","Butte County, South Dakota","Federal Government","NAICS 491 Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",4,15,15,15,139447,0,0,715,"",3.41,1.26,1.26,1.25,1.44,0.00,0.00,1.14,"",0,0.0,1,7.1,0,0.0,0,0.0,-27245,-16.3,0,0.0,0,0.0,-159,-18.2
"46019","1","491","75","0","2016","2","","Butte County, South Dakota","Federal Government","NAICS 491 Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",4,14,15,15,141821,0,0,744,"",3.44,1.17,1.24,1.21,1.47,0.00,0.00,1.22,"",0,0.0,-1,-6.7,0,0.0,0,0.0,5406,4.0,0,0.0,0,0.0,44,6.3
