"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"11000","0","10","50","0","2016","1","","District of Columbia","Total Covered","10 Total, all industries","State, Total Covered","All establishment sizes",38405,743568,749172,751740,17133590591,3353461338,85846127,1762,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1347,3.6,14502,2.0,16240,2.2,16671,2.3,388612544,2.3,103585356,3.2,-1671788,-1.9,3,0.2
"11000","0","10","50","0","2016","2","","District of Columbia","Total Covered","10 Total, all industries","State, Total Covered","All establishment sizes",38146,758870,758046,758627,15989158395,780795503,22010171,1622,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",822,2.2,19498,2.6,16281,2.2,15076,2.0,518801642,3.4,-22656236,-2.8,-1413230,-6.0,17,1.1
"11000","0","10","50","0","2016","3","","District of Columbia","Total Covered","10 Total, all industries","State, Total Covered","All establishment sizes",39360,758455,754808,759117,17097735233,602448233,17141035,1736,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",903,2.3,12033,1.6,11905,1.6,12702,1.7,973667282,6.0,50021266,9.1,1067334,6.6,72,4.3
"11000","0","10","50","0","2016","4","","District of Columbia","Total Covered","10 Total, all industries","State, Total Covered","All establishment sizes",39554,761991,763374,761989,17485102749,474397354,13713811,1764,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",404,1.0,8415,1.1,8594,1.1,4686,0.6,269930564,1.6,-34713413,-6.8,-1786960,-11.5,11,0.6
"11000","1","10","51","0","2016","1","","District of Columbia","Federal Government","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",339,198929,199217,199245,5674777871,0,0,2192,"",1.40,13.47,13.43,13.42,11.64,0.00,0.00,0.87,"",0,0.0,1420,0.7,1604,0.8,1561,0.8,79479393,1.4,0,0.0,0,0.0,14,0.6
"11000","1","10","51","0","2016","2","","District of Columbia","Federal Government","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",337,199510,200028,201623,5123430273,0,0,1967,"",1.42,13.43,13.49,13.51,11.68,0.00,0.00,0.87,"",-3,-0.9,1910,1.0,2389,1.2,2963,1.5,182255808,3.7,0,0.0,0,0.0,47,2.4
"11000","1","10","51","0","2016","3","","District of Columbia","Federal Government","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",336,201611,200748,200826,5831586073,0,0,2231,"",1.38,13.37,13.43,13.46,11.00,0.00,0.00,0.82,"",-3,-0.9,2353,1.2,2552,1.3,2384,1.2,171010190,3.0,0,0.0,0,0.0,39,1.8
"11000","1","10","51","0","2016","4","","District of Columbia","Federal Government","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",332,200892,201321,201826,5407828837,0,0,2066,"",1.37,13.51,13.54,13.44,10.97,0.00,0.00,0.81,"",-6,-1.8,3005,1.5,3123,1.6,2789,1.4,294688644,5.8,0,0.0,0,0.0,83,4.2
"11000","1","101","52","0","2016","1","","District of Columbia","Federal Government","101 Goods-producing","State, by Domain -- by ownership sector","All establishment sizes",3,3099,3081,3089,83441936,0,0,2077,"",6.15,11.96,11.81,11.77,9.98,0.00,0.00,0.84,"",0,0.0,-47,-1.5,26,0.9,-12,-0.4,-384704,-0.5,0,0.0,0,0.0,-3,-0.1
"11000","1","101","52","0","2016","2","","District of Columbia","Federal Government","101 Goods-producing","State, by Domain -- by ownership sector","All establishment sizes",3,3071,3077,3087,69233862,0,0,1730,"",6.29,11.67,11.69,11.50,8.90,0.00,0.00,0.77,"",0,0.0,12,0.4,10,0.3,14,0.5,1667399,2.5,0,0.0,0,0.0,35,2.1
