"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"51750","0","10","70","0","2016","1","","Radford City, Virginia","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",325,5816,5972,5909,61100761,18342068,335134,797,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",21,6.9,135,2.4,158,2.7,90,1.5,-456134,-0.7,804205,4.6,-43310,-11.4,-23,-2.8
"51750","0","10","70","0","2016","2","","Radford City, Virginia","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",328,6087,5811,5671,65363008,5070379,92479,859,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,1.9,144,2.4,-121,-2.0,99,1.8,5310890,8.8,282529,5.9,-4841,-5.0,65,8.2
"51750","0","10","70","0","2016","3","","Radford City, Virginia","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",332,5591,5812,6292,63774684,3621647,65071,832,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,2.5,121,2.2,242,4.3,279,4.6,3668373,6.1,640791,21.5,12541,23.9,19,2.3
"51750","0","10","70","0","2016","4","","Radford City, Virginia","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",330,6133,6178,6208,64905465,2869720,54709,809,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,1.5,132,2.2,160,2.7,249,4.2,252332,0.4,173772,6.4,232,0.4,-21,-2.5
"51750","1","10","71","0","2016","1","","Radford City, Virginia","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",2,117,119,118,2535782,0,0,1653,"",0.98,1.01,1.01,1.01,1.46,0.00,0.00,1.44,"",0,0.0,-4,-3.3,-1,-0.8,-1,-0.8,223152,9.6,0,0.0,0,0.0,171,11.5
"51750","1","10","71","0","2016","2","","Radford City, Virginia","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",2,120,119,120,2214066,0,0,1423,"",0.98,1.01,1.05,1.08,1.23,0.00,0.00,1.18,"",0,0.0,1,0.8,-1,-0.8,1,0.8,-252274,-10.2,0,0.0,0,0.0,-167,-10.5
"51750","1","10","71","0","2016","3","","Radford City, Virginia","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",2,119,119,117,2632300,0,0,1711,"",0.97,1.07,1.03,0.95,1.33,0.00,0.00,1.31,"",0,0.0,-1,-0.8,-1,-0.8,-1,-0.8,359614,15.8,0,0.0,0,0.0,246,16.8
"51750","1","10","71","0","2016","4","","Radford City, Virginia","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",2,117,115,118,2326754,0,0,1534,"",0.99,0.98,0.96,0.96,1.27,0.00,0.00,1.32,"",0,0.0,0,0.0,-2,-1.7,-2,-1.7,-176528,-7.1,0,0.0,0,0.0,-98,-6.0
"51750","1","102","72","0","2016","1","","Radford City, Virginia","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",2,117,119,118,2535782,0,0,1653,"",0.98,1.03,1.02,1.03,1.48,0.00,0.00,1.44,"",0,0.0,-4,-3.3,-1,-0.8,-1,-0.8,223152,9.6,0,0.0,0,0.0,171,11.5
"51750","1","102","72","0","2016","2","","Radford City, Virginia","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",2,120,119,120,2214066,0,0,1423,"",0.98,1.03,1.07,1.10,1.26,0.00,0.00,1.18,"",0,0.0,1,0.8,-1,-0.8,1,0.8,-252274,-10.2,0,0.0,0,0.0,-167,-10.5
