"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"08107","0","10","70","0","2016","1","","Routt County, Colorado","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",1734,15553,15502,15399,160086560,98099371,1948050,795,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",47,2.8,476,3.2,430,2.9,480,3.2,-5709930,-3.4,3520281,3.7,-38545,-1.9,-54,-6.4
"08107","0","10","70","0","2016","2","","Routt County, Colorado","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",1738,14096,12933,14482,144163343,41336404,854832,801,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",34,2.0,278,2.0,181,1.4,588,4.2,7372389,5.4,3513259,9.3,23121,2.8,21,2.7
"08107","0","10","70","0","2016","3","","Routt County, Colorado","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",1765,15005,14838,13943,160888963,34159489,669757,848,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",44,2.6,713,5.0,600,4.2,474,3.5,10263023,6.8,3708950,12.2,65860,10.9,20,2.4
"08107","0","10","70","0","2016","4","","Routt County, Colorado","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",1777,13667,13719,15874,165608211,25702133,462904,883,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",58,3.4,475,3.6,529,4.0,666,4.4,2960009,1.8,1469284,6.1,37526,8.8,-19,-2.1
"08107","1","10","71","0","2016","1","","Routt County, Colorado","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",12,92,86,85,1279755,0,0,1123,"",1.10,0.30,0.28,0.28,0.28,0.00,0.00,0.98,"",0,0.0,4,4.5,5,6.2,6,7.6,24832,2.0,0,0.0,0,0.0,-45,-3.9
"08107","1","10","71","0","2016","2","","Routt County, Colorado","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",12,84,90,137,1264379,0,0,938,"",1.11,0.30,0.36,0.48,0.32,0.00,0.00,0.84,"",0,0.0,4,5.0,2,2.3,18,15.1,175699,16.1,0,0.0,0,0.0,63,7.2
"08107","1","10","71","0","2016","3","","Routt County, Colorado","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",12,134,133,126,2153716,0,0,1265,"",1.10,0.45,0.45,0.46,0.43,0.00,0.00,0.95,"",0,0.0,3,2.3,6,4.7,3,2.4,306409,16.6,0,0.0,0,0.0,146,13.0
"08107","1","10","71","0","2016","4","","Routt County, Colorado","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",12,122,115,97,1514185,0,0,1046,"",1.10,0.46,0.43,0.31,0.32,0.00,0.00,0.82,"",0,0.0,10,8.9,18,18.6,-5,-4.9,156952,11.6,0,0.0,0,0.0,39,3.9
"08107","1","102","72","0","2016","1","","Routt County, Colorado","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",12,92,86,85,1279755,0,0,1123,"",1.10,0.30,0.29,0.28,0.29,0.00,0.00,0.98,"",0,0.0,4,4.5,5,6.2,6,7.6,24832,2.0,0,0.0,0,0.0,-45,-3.9
"08107","1","102","72","0","2016","2","","Routt County, Colorado","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",12,84,90,137,1264379,0,0,938,"",1.11,0.31,0.36,0.49,0.33,0.00,0.00,0.84,"",0,0.0,4,5.0,2,2.3,18,15.1,175699,16.1,0,0.0,0,0.0,63,7.2
"08107","1","102","72","0","2016","3","","Routt County, Colorado","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",12,134,133,126,2153716,0,0,1265,"",1.10,0.46,0.46,0.47,0.44,0.00,0.00,0.95,"",0,0.0,3,2.3,6,4.7,3,2.4,306409,16.6,0,0.0,0,0.0,146,13.0
"08107","1","102","72","0","2016","4","","Routt County, Colorado","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",12,122,115,97,1514185,0,0,1046,"",1.10,0.47,0.44,0.32,0.33,0.00,0.00,0.82,"",0,0.0,10,8.9,18,18.6,-5,-4.9,156952,11.6,0,0.0,0,0.0,39,3.9
"08107","1","1021","73","0","2016","1","","Routt County, Colorado","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",7,23,23,22,349057,0,0,1185,"",1.28,0.31,0.31,0.30,0.44,0.00,0.00,1.45,"",0,0.0,-2,-8.0,1,4.5,1,4.8,-1515,-0.4,0,0.0,0,0.0,-5,-0.4
"08107","1","1021","73","0","2016","2","","Routt County, Colorado","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",7,23,21,21,307586,0,0,1092,"",1.29,0.34,0.34,0.30,0.43,0.00,0.00,1.30,"",0,0.0,2,9.5,-2,-8.7,-1,-4.5,14136,4.8,0,0.0,0,0.0,66,6.4
"08107","1","1021","73","0","2016","3","","Routt County, Colorado","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",7,21,21,21,357731,0,0,1310,"",1.29,0.29,0.30,0.32,0.40,0.00,0.00,1.32,"",0,0.0,-4,-16.0,-2,-8.7,-2,-8.7,-6342,-1.7,0,0.0,0,0.0,127,10.7
"08107","1","1021","73","0","2016","4","","Routt County, Colorado","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",7,21,23,23,430798,0,0,1484,"",1.29,0.32,0.35,0.29,0.45,0.00,0.00,1.41,"",0,0.0,-3,-12.5,0,0.0,-1,-4.2,9741,2.3,0,0.0,0,0.0,115,8.4
